mountain	山	[sound:3232.mp3]	Japanese_Culture_Class_#3_-_The_Japanese_SAT_(kinda)_-_UTCE_-_University_Testing_Center_Examination! vocabulary
Keio University	慶応大学	[sound:3233.mp3]	Japanese_Culture_Class_#3_-_The_Japanese_SAT_(kinda)_-_UTCE_-_University_Testing_Center_Examination! vocabulary
repeating the same class	留年	[sound:3245.mp3]	Japanese_Culture_Class_#3_-_The_Japanese_SAT_(kinda)_-_UTCE_-_University_Testing_Center_Examination! vocabulary
Golden Week	ゴールデンウイーク	[sound:1258.mp3]	Japanese_Culture_Class_#15_-_Golden_Week vocabulary
bullet train	新幹線	[sound:1272.mp3]	Japanese_Culture_Class_#15_-_Golden_Week vocabulary
hot springs location	温泉地	[sound:1271.mp3]	Japanese_Culture_Class_#15_-_Golden_Week vocabulary
domestic trip	国内旅行	[sound:1270.mp3]	Japanese_Culture_Class_#15_-_Golden_Week vocabulary
overseas trip	海外旅行	[sound:1269.mp3]	Japanese_Culture_Class_#15_-_Golden_Week vocabulary
Constitution Memorial Day	憲法記念日	[sound:1263.mp3]	Japanese_Culture_Class_#15_-_Golden_Week vocabulary
Greenery Day	緑の日	[sound:1262.mp3]	Japanese_Culture_Class_#15_-_Golden_Week vocabulary
I see./I understand now./I got it.	なるほど	[sound:1261.mp3]	Japanese_Culture_Class_#15_-_Golden_Week vocabulary
primetime	ゴールデンタイム	[sound:1260.mp3]	Japanese_Culture_Class_#15_-_Golden_Week vocabulary
Golden Week	黄金週間	[sound:1259.mp3]	Japanese_Culture_Class_#15_-_Golden_Week vocabulary
Izu (place name)	伊豆	[sound:1273.mp3]	Japanese_Culture_Class_#15_-_Golden_Week vocabulary
dialect	方言	[sound:1327.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Fukuoka	福岡	[sound:1340.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Kagoshima	鹿児島	[sound:1341.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Kumamoto	熊本	[sound:1342.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Miyazaki	宮崎	[sound:1343.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Nagasaki	長崎	[sound:1344.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Oita	大分	[sound:1345.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Saga	佐賀	[sound:1346.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Hakata	博多	[sound:1347.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
ramen noodles	ラーメン	[sound:1348.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Okinawa islands	沖縄	[sound:1339.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Kyushu island	九州	[sound:1338.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Shikoku island	四国	[sound:1337.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
dialect	弁	[sound:1328.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
standard dialect	標準語	[sound:1329.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Tohoku dialect	東北弁	[sound:1330.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Tokyo dialect	東京弁	[sound:1331.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Kansai dialect	関西弁	[sound:1332.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Kyushu dialect	九州弁	[sound:1333.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Nagasaki dialect	長崎弁	[sound:1334.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Hokkaido (the northernmost island of Japan)	北海道	[sound:1335.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
Main island	本州	[sound:1336.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
pig bones, pig base	豚骨	[sound:1349.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? vocabulary
おねえちゃん、この席取っとっと。	Hey lady, is this seat taken?	[sound:0000011.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
ううん、空いとるよ。	No, it’s not.	[sound:0000012.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
あー、何ば食べよっと。	Well, what are you eating?	[sound:0000013.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
見て分からんと。	Can’t you see what I’m having?	[sound:0000014.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
そのラーメンうまかと。	Is that Ramen good?	[sound:0000015.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
おいしかよ。	It’s delicious.	[sound:0000016.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
じゃあ、おじさん、このラーメン一つ！	Master, I’ll have this Ramen.	[sound:0000017.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
よし、ゴールデンウィークは何しよったと。	Yoshi, what did you do for Golden Week?	[sound:0000018.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
温泉に行ったばい。	I went to a hot spring	[sound:0000019.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
良かねー。どこの温泉に行ったと。	That sounds good. Which hot spring did you go?	[sound:0000020.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
雲仙の温泉に行ったとよ。	I went to the one in Unzen.	[sound:0000021.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
多かったやろう。	It must have been crowded.	[sound:0000022.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
多かったけど、良かったばい。ひろこは何ばしたと。	Yes, it was, but it was great. How about you Hiroko?	[sound:0000023.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
ずっと働きよったけん、どこも行かんかった。	I was working for the whole time and didn’t go anywhere.	[sound:0000024.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
大変やったねー。	It must have been hard.	[sound:0000025.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
うん、かなり大変やったー。	Yes, it was really hard.	[sound:0000026.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
ばってん、頑張らんばばい！	But, hang in there!	[sound:0000027.mp3]	Japanese_Culture_Class_#16_-_Hakata_Ramen,_Anyone? dialogue
animal	動物	[sound:1444.mp3]	Japanese_Culture_Class_#17_-_Animals_and_Their_Meanings vocabulary
turtle	亀	[sound:1456.mp3]	Japanese_Culture_Class_#17_-_Animals_and_Their_Meanings vocabulary
tosa breed (dog)	土佐犬	[sound:1455.mp3]	Japanese_Culture_Class_#17_-_Animals_and_Their_Meanings vocabulary
mameshiba breed (dog)	豆柴	[sound:1454.mp3]	Japanese_Culture_Class_#17_-_Animals_and_Their_Meanings vocabulary
shiba breed (dog)	柴犬	[sound:1453.mp3]	Japanese_Culture_Class_#17_-_Animals_and_Their_Meanings vocabulary
akita breed (dog)	秋田犬	[sound:1452.mp3]	Japanese_Culture_Class_#17_-_Animals_and_Their_Meanings vocabulary
bush warbler	鶯	[sound:1451.mp3]	Japanese_Culture_Class_#17_-_Animals_and_Their_Meanings vocabulary
shrimp	海老	[sound:1450.mp3]	Japanese_Culture_Class_#17_-_Animals_and_Their_Meanings vocabulary
goldfish scooping	金魚すくい	[sound:1449.mp3]	Japanese_Culture_Class_#17_-_Animals_and_Their_Meanings vocabulary
goldfish	金魚	[sound:1448.mp3]	Japanese_Culture_Class_#17_-_Animals_and_Their_Meanings vocabulary
carp	鯉	[sound:1447.mp3]	Japanese_Culture_Class_#17_-_Animals_and_Their_Meanings vocabulary
sea bream prepared with head and tail attached	尾頭付	[sound:1446.mp3]	Japanese_Culture_Class_#17_-_Animals_and_Their_Meanings vocabulary
sea bream	鯛	[sound:1445.mp3]	Japanese_Culture_Class_#17_-_Animals_and_Their_Meanings vocabulary
dog	犬	[sound:1457.mp3]	Japanese_Culture_Class_#17_-_Animals_and_Their_Meanings vocabulary
cat	猫	[sound:1750.mp3]	Japanese_Culture_Class_#18_-_Animals_and_their_Meanings_Part_II vocabulary
feigning sleep	狸寝入り	[sound:1763.mp3]	Japanese_Culture_Class_#18_-_Animals_and_their_Meanings_Part_II vocabulary
frog	蛙	[sound:1762.mp3]	Japanese_Culture_Class_#18_-_Animals_and_their_Meanings_Part_II vocabulary
very polite way of referring to dogs	お犬様	[sound:1761.mp3]	Japanese_Culture_Class_#18_-_Animals_and_their_Meanings_Part_II vocabulary
Edicts on Compassion for Living Things	生類憐みの令	[sound:1760.mp3]	Japanese_Culture_Class_#18_-_Animals_and_their_Meanings_Part_II vocabulary
dragonfly	蜻蛉	[sound:1755.mp3]	Japanese_Culture_Class_#18_-_Animals_and_their_Meanings_Part_II vocabulary
firefly	蛍	[sound:1754.mp3]	Japanese_Culture_Class_#18_-_Animals_and_their_Meanings_Part_II vocabulary
fox	狐	[sound:1753.mp3]	Japanese_Culture_Class_#18_-_Animals_and_their_Meanings_Part_II vocabulary
raccoon dog	狸	[sound:1752.mp3]	Japanese_Culture_Class_#18_-_Animals_and_their_Meanings_Part_II vocabulary
dog	犬	[sound:1751.mp3]	Japanese_Culture_Class_#18_-_Animals_and_their_Meanings_Part_II vocabulary
cicada	蝉	[sound:1764.mp3]	Japanese_Culture_Class_#18_-_Animals_and_their_Meanings_Part_II vocabulary
battledore and shuttlecock, Japanese badminton	羽根つき	[sound:2090.mp3]	Japanese_Culture_Class_#19_-_Smashing_Watermelons vocabulary
picture card	絵札	[sound:2101.mp3]	Japanese_Culture_Class_#19_-_Smashing_Watermelons vocabulary
reading card	読み札	[sound:2100.mp3]	Japanese_Culture_Class_#19_-_Smashing_Watermelons vocabulary
battledore	羽子板	[sound:2099.mp3]	Japanese_Culture_Class_#19_-_Smashing_Watermelons vocabulary
penalty game	罰ゲーム	[sound:2098.mp3]	Japanese_Culture_Class_#19_-_Smashing_Watermelons vocabulary
watermelon smashing	スイカ割り	[sound:2097.mp3]	Japanese_Culture_Class_#19_-_Smashing_Watermelons vocabulary
tag	鬼ごっこ	[sound:2096.mp3]	Japanese_Culture_Class_#19_-_Smashing_Watermelons vocabulary
playing	遊び	[sound:2095.mp3]	Japanese_Culture_Class_#19_-_Smashing_Watermelons vocabulary
ink	墨	[sound:2094.mp3]	Japanese_Culture_Class_#19_-_Smashing_Watermelons vocabulary
playing cards	トランプ	[sound:2093.mp3]	Japanese_Culture_Class_#19_-_Smashing_Watermelons vocabulary
cards	カルタ	[sound:2092.mp3]	Japanese_Culture_Class_#19_-_Smashing_Watermelons vocabulary
kite flying	凧揚げ	[sound:2091.mp3]	Japanese_Culture_Class_#19_-_Smashing_Watermelons vocabulary
31-syllable Japanese poem	短歌	[sound:2102.mp3]	Japanese_Culture_Class_#19_-_Smashing_Watermelons vocabulary
jovial laughter game	福笑い	[sound:2328.mp3]	Japanese_Culture_Class_#20_-_Japanese_Games_Part_II vocabulary
paper folding	折り紙	[sound:2329.mp3]	Japanese_Culture_Class_#20_-_Japanese_Games_Part_II vocabulary
1000 paper cranes	千羽鶴	[sound:2330.mp3]	Japanese_Culture_Class_#20_-_Japanese_Games_Part_II vocabulary
cat's cradle	綾取り	[sound:2331.mp3]	Japanese_Culture_Class_#20_-_Japanese_Games_Part_II vocabulary
cup and ball game	剣玉	[sound:2332.mp3]	Japanese_Culture_Class_#20_-_Japanese_Games_Part_II vocabulary
hide-and-seek	隠れん坊	[sound:2333.mp3]	Japanese_Culture_Class_#20_-_Japanese_Games_Part_II vocabulary
Rock, paper, scissors game	じゃん拳	[sound:2334.mp3]	Japanese_Culture_Class_#20_-_Japanese_Games_Part_II vocabulary
mid-year gift	お中元	[sound:2479.mp3]	Japanese_Culture_Class_#21_-_The_Star_Festival vocabulary
Orihime's strings, streamers	吹き流し	[sound:2516.mp3]	Japanese_Culture_Class_#21_-_The_Star_Festival vocabulary
strips of paper used for writing wishes	短冊	[sound:2515.mp3]	Japanese_Culture_Class_#21_-_The_Star_Festival vocabulary
The Star Festival	七夕	[sound:2496.mp3]	Japanese_Culture_Class_#21_-_The_Star_Festival vocabulary
lingering summer postcard	残暑見舞い	[sound:2495.mp3]	Japanese_Culture_Class_#21_-_The_Star_Festival vocabulary
summer postcard	暑中見舞い	[sound:2484.mp3]	Japanese_Culture_Class_#21_-_The_Star_Festival vocabulary
return gift	お返し	[sound:2483.mp3]	Japanese_Culture_Class_#21_-_The_Star_Festival vocabulary
year-end gift	お歳暮	[sound:2482.mp3]	Japanese_Culture_Class_#21_-_The_Star_Festival vocabulary
mountain potato	山芋	[sound:2481.mp3]	Japanese_Culture_Class_#21_-_The_Star_Festival vocabulary
thin noodles	お素麺	[sound:2480.mp3]	Japanese_Culture_Class_#21_-_The_Star_Festival vocabulary
purse	巾着	[sound:2517.mp3]	Japanese_Culture_Class_#21_-_The_Star_Festival vocabulary
formal marriage interview	見合い	[sound:2197.mp3]	Japanese_Culture_Class_#22_-_Getting_Married vocabulary
love marriage	恋愛結婚	[sound:2669.mp3]	Japanese_Culture_Class_#22_-_Getting_Married vocabulary
tutor	家庭教師	[sound:2668.mp3]	Japanese_Culture_Class_#22_-_Getting_Married vocabulary
marriage	結婚	[sound:2667.mp3]	Japanese_Culture_Class_#22_-_Getting_Married vocabulary
after party, second part of the night	二次会	[sound:2225.mp3]	Japanese_Culture_Class_#22_-_Getting_Married vocabulary
matched marriage	お見合い結婚	[sound:2670.mp3]	Japanese_Culture_Class_#22_-_Getting_Married vocabulary
shotgun wedding	できちゃった結婚	[sound:2671.mp3]	Japanese_Culture_Class_#22_-_Getting_Married vocabulary
(marriage) proposal	プロポーズ	[sound:2672.mp3]	Japanese_Culture_Class_#22_-_Getting_Married vocabulary
paper lantern	提灯	[sound:2950.mp3]	Japanese_Culture_Class_#23_-_Bon_Festival vocabulary
red paper lantern (usually assoc. with food)	赤提灯	[sound:2951.mp3]	Japanese_Culture_Class_#23_-_Bon_Festival vocabulary
well-known Bon festival in Kyoto	大文字焼き	[sound:2965.mp3]	Japanese_Culture_Class_#23_-_Bon_Festival vocabulary
paper lantern floating	灯篭流し	[sound:2966.mp3]	Japanese_Culture_Class_#23_-_Bon_Festival vocabulary
Bon Festival dance	盆踊り	[sound:2967.mp3]	Japanese_Culture_Class_#23_-_Bon_Festival vocabulary
well-known Bon festival in Kyoto	五山の送り火	[sound:2968.mp3]	Japanese_Culture_Class_#23_-_Bon_Festival vocabulary
Bon Festival	お盆	[sound:2985.mp3]	Japanese_Culture_Class_#23_-_Bon_Festival vocabulary
betrothal gift	結納	[sound:3106.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
honeymoon	新婚旅行	[sound:3119.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
go-between, matchmaker	仲人	[sound:3215.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
return betrothal gift	結納返し	[sound:3216.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
church	教会	[sound:3217.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
before god	神前	[sound:3218.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
all white kimono	白無垢	[sound:3219.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
bride's head-dress	角隠し	[sound:3220.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
before the people	人前	[sound:3221.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
wedding papers	結婚届	[sound:3222.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
plain wedding	地味婚	[sound:3223.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
5th after-party	六次会	[sound:3118.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
4th after-party	五次会	[sound:3117.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
wedding ceremony	結婚式	[sound:3107.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
nuptial oath, the ceremony of the three-times-three exchanges of nuptial cups	三三九度	[sound:3108.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
Shinto religion	神道	[sound:3109.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
Buddhism	仏教	[sound:3110.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
Christianity	キリスト教	[sound:3111.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
ritual, rite, ceremony	儀式	[sound:3112.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
reception	披露宴	[sound:3113.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
after-party	二次会	[sound:3114.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
2nd after-party	三次会	[sound:3115.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
3rd after-party	四次会	[sound:3116.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
bride's silk head-dress	綿帽子	[sound:3224.mp3]	Japanese_Culture_Class_#24_-_Getting_Married_II vocabulary
disaster prevention	防災	[sound:3121.mp3]	Japanese_Culture_Class_#25_-_Disaster_Prevention_Day vocabulary
big wind, strong wind	強風	[sound:3130.mp3]	Japanese_Culture_Class_#25_-_Disaster_Prevention_Day vocabulary
emergency evacuation area, shelter	避難所	[sound:3129.mp3]	Japanese_Culture_Class_#25_-_Disaster_Prevention_Day vocabulary
earthquake	地震	[sound:3128.mp3]	Japanese_Culture_Class_#25_-_Disaster_Prevention_Day vocabulary
flood damage	水害	[sound:3127.mp3]	Japanese_Culture_Class_#25_-_Disaster_Prevention_Day vocabulary
fire extinguisher	消火器	[sound:3126.mp3]	Japanese_Culture_Class_#25_-_Disaster_Prevention_Day vocabulary
fire fighting	消火	[sound:3125.mp3]	Japanese_Culture_Class_#25_-_Disaster_Prevention_Day vocabulary
